Index,factionsInGame,Factions.1,Factions.2,Factions.3,Factions.4,Factions.5,Factions.6,Factions.7,Factions.8
9986,"Federation of Sol, Sardakk N'orr, Barony of Letnev, Emirates of Hacan, Naaz-Rokha Alliance, Titans of Ul","Federation of Sol"," Sardakk N'orr"," Barony of Letnev"," Emirates of Hacan"," Naaz-Rokha Alliance"," Titans of Ul","",""
9998,"Ghosts of Creuss, Mentak Coalition, Yssaril Tribes, Naaz-Rokha Alliance, Empyrean, Titans of Ul","Ghosts of Creuss"," Mentak Coalition"," Yssaril Tribes"," Naaz-Rokha Alliance"," Empyrean"," Titans of Ul","",""
10019,"Yssaril Tribes, Mahact Gene-Sorcerers, Emirates of Hacan, Naalu Collective, Keleres ~ Mentak, Titans of Ul","Yssaril Tribes"," Mahact Gene-Sorcerers"," Emirates of Hacan"," Naalu Collective"," Keleres ~ Mentak"," Titans of Ul","",""
10031,"Keleres ~ Mentak, Yssaril Tribes, Ghosts of Creuss, Clan of Saar, Nomad, Titans of Ul","Keleres ~ Mentak"," Yssaril Tribes"," Ghosts of Creuss"," Clan of Saar"," Nomad"," Titans of Ul","",""
10038,"Mentak Coalition, Empyrean, Yin Brotherhood, Argent Flight, Naaz-Rokha Alliance, Titans of Ul","Mentak Coalition"," Empyrean"," Yin Brotherhood"," Argent Flight"," Naaz-Rokha Alliance"," Titans of Ul","",""
10061,"Xxcha Kingdom, Arborec, Nomad, Vuil'raith Cabal, Sardakk N'orr, Titans of Ul","Xxcha Kingdom"," Arborec"," Nomad"," Vuil'raith Cabal"," Sardakk N'orr"," Titans of Ul","",""
10093,"Ghosts of Creuss, Embers of Muaat, Sardakk N'orr, Barony of Letnev, Clan of Saar, Titans of Ul","Ghosts of Creuss"," Embers of Muaat"," Sardakk N'orr"," Barony of Letnev"," Clan of Saar"," Titans of Ul","",""
10100,"L1Z1X Mindnet, Nomad, Winnu, Embers of Muaat, Argent Flight, Titans of Ul","L1Z1X Mindnet"," Nomad"," Winnu"," Embers of Muaat"," Argent Flight"," Titans of Ul","",""
10129,"Vuil'raith Cabal, Winnu, Barony of Letnev, Naaz-Rokha Alliance, Keleres ~ Argent, Titans of Ul","Vuil'raith Cabal"," Winnu"," Barony of Letnev"," Naaz-Rokha Alliance"," Keleres ~ Argent"," Titans of Ul","",""
10149,"Vuil'raith Cabal, Yin Brotherhood, Barony of Letnev, Emirates of Hacan, Mentak Coalition, Titans of Ul","Vuil'raith Cabal"," Yin Brotherhood"," Barony of Letnev"," Emirates of Hacan"," Mentak Coalition"," Titans of Ul","",""
10168,"L1Z1X Mindnet, Embers of Muaat, Keleres ~ Mentak, Federation of Sol, Empyrean, Titans of Ul","L1Z1X Mindnet"," Embers of Muaat"," Keleres ~ Mentak"," Federation of Sol"," Empyrean"," Titans of Ul","",""
10219,"Emirates of Hacan, Federation of Sol, Nekro Virus, Nomad, Keleres ~ Mentak, Titans of Ul","Emirates of Hacan"," Federation of Sol"," Nekro Virus"," Nomad"," Keleres ~ Mentak"," Titans of Ul","",""
10235,"Yssaril Tribes, Naaz-Rokha Alliance, Sardakk N'orr, Naalu Collective, Keleres ~ Mentak, Titans of Ul","Yssaril Tribes"," Naaz-Rokha Alliance"," Sardakk N'orr"," Naalu Collective"," Keleres ~ Mentak"," Titans of Ul","",""
10258,"Naaz-Rokha Alliance, Embers of Muaat, Barony of Letnev, Universities of Jol-Nar, Emirates of Hacan, Titans of Ul","Naaz-Rokha Alliance"," Embers of Muaat"," Barony of Letnev"," Universities of Jol-Nar"," Emirates of Hacan"," Titans of Ul","",""
10264,"Argent Flight, Naaz-Rokha Alliance, Mentak Coalition, Ghosts of Creuss, Federation of Sol, Titans of Ul","Argent Flight"," Naaz-Rokha Alliance"," Mentak Coalition"," Ghosts of Creuss"," Federation of Sol"," Titans of Ul","",""
10269,"Mahact Gene-Sorcerers, Barony of Letnev, Xxcha Kingdom, Winnu, Nekro Virus, Titans of Ul","Mahact Gene-Sorcerers"," Barony of Letnev"," Xxcha Kingdom"," Winnu"," Nekro Virus"," Titans of Ul","",""
10273,"Vuil'raith Cabal, Ghosts of Creuss, Naaz-Rokha Alliance, Keleres ~ Mentak, Naalu Collective, Titans of Ul","Vuil'raith Cabal"," Ghosts of Creuss"," Naaz-Rokha Alliance"," Keleres ~ Mentak"," Naalu Collective"," Titans of Ul","",""
10291,"Federation of Sol, L1Z1X Mindnet, Ghosts of Creuss, Mahact Gene-Sorcerers, Naaz-Rokha Alliance, Titans of Ul","Federation of Sol"," L1Z1X Mindnet"," Ghosts of Creuss"," Mahact Gene-Sorcerers"," Naaz-Rokha Alliance"," Titans of Ul","",""
10298,"Keleres ~ Mentak, Sardakk N'orr, Barony of Letnev, Yssaril Tribes, Ghosts of Creuss, Titans of Ul","Keleres ~ Mentak"," Sardakk N'orr"," Barony of Letnev"," Yssaril Tribes"," Ghosts of Creuss"," Titans of Ul","",""
10342,"Emirates of Hacan, Vuil'raith Cabal, Naalu Collective, Federation of Sol, Argent Flight, Titans of Ul","Emirates of Hacan"," Vuil'raith Cabal"," Naalu Collective"," Federation of Sol"," Argent Flight"," Titans of Ul","",""
10375,"Embers of Muaat, Universities of Jol-Nar, Naaz-Rokha Alliance, Argent Flight, Yssaril Tribes, Titans of Ul","Embers of Muaat"," Universities of Jol-Nar"," Naaz-Rokha Alliance"," Argent Flight"," Yssaril Tribes"," Titans of Ul","",""
10396,"Federation of Sol, Nomad, Vuil'raith Cabal, Emirates of Hacan, Arborec, Titans of Ul","Federation of Sol"," Nomad"," Vuil'raith Cabal"," Emirates of Hacan"," Arborec"," Titans of Ul","",""
10409,"L1Z1X Mindnet, Yin Brotherhood, Embers of Muaat, Xxcha Kingdom, Universities of Jol-Nar, Titans of Ul","L1Z1X Mindnet"," Yin Brotherhood"," Embers of Muaat"," Xxcha Kingdom"," Universities of Jol-Nar"," Titans of Ul","",""
10491,"Universities of Jol-Nar, Argent Flight, Winnu, Xxcha Kingdom, Ghosts of Creuss, Titans of Ul","Universities of Jol-Nar"," Argent Flight"," Winnu"," Xxcha Kingdom"," Ghosts of Creuss"," Titans of Ul","",""
10504,"Arborec, Yssaril Tribes, Yin Brotherhood, L1Z1X Mindnet, Vuil'raith Cabal, Titans of Ul","Arborec"," Yssaril Tribes"," Yin Brotherhood"," L1Z1X Mindnet"," Vuil'raith Cabal"," Titans of Ul","",""
10527,"L1Z1X Mindnet, Sardakk N'orr, Argent Flight, Xxcha Kingdom, Vuil'raith Cabal, Titans of Ul","L1Z1X Mindnet"," Sardakk N'orr"," Argent Flight"," Xxcha Kingdom"," Vuil'raith Cabal"," Titans of Ul","",""
10531,"Yssaril Tribes, Keleres ~ Mentak, Xxcha Kingdom, Federation of Sol, Empyrean, Titans of Ul","Yssaril Tribes"," Keleres ~ Mentak"," Xxcha Kingdom"," Federation of Sol"," Empyrean"," Titans of Ul","",""
10532,"Barony of Letnev, Keleres ~ Mentak, Naalu Collective, Universities of Jol-Nar, Clan of Saar, Titans of Ul","Barony of Letnev"," Keleres ~ Mentak"," Naalu Collective"," Universities of Jol-Nar"," Clan of Saar"," Titans of Ul","",""
10533,"Winnu, Yin Brotherhood, Arborec, Naaz-Rokha Alliance, Mahact Gene-Sorcerers, Titans of Ul","Winnu"," Yin Brotherhood"," Arborec"," Naaz-Rokha Alliance"," Mahact Gene-Sorcerers"," Titans of Ul","",""
10564,"Yssaril Tribes, Keleres ~ Mentak, L1Z1X Mindnet, Yin Brotherhood, Universities of Jol-Nar, Titans of Ul","Yssaril Tribes"," Keleres ~ Mentak"," L1Z1X Mindnet"," Yin Brotherhood"," Universities of Jol-Nar"," Titans of Ul","",""
10574,"Sardakk N'orr, Winnu, Keleres ~ Mentak, Clan of Saar, Xxcha Kingdom, Titans of Ul","Sardakk N'orr"," Winnu"," Keleres ~ Mentak"," Clan of Saar"," Xxcha Kingdom"," Titans of Ul","",""
10579,"Nomad, L1Z1X Mindnet, Clan of Saar, Federation of Sol, Embers of Muaat, Titans of Ul","Nomad"," L1Z1X Mindnet"," Clan of Saar"," Federation of Sol"," Embers of Muaat"," Titans of Ul","",""
10615,"Yssaril Tribes, Emirates of Hacan, Naaz-Rokha Alliance, Universities of Jol-Nar, L1Z1X Mindnet, Titans of Ul","Yssaril Tribes"," Emirates of Hacan"," Naaz-Rokha Alliance"," Universities of Jol-Nar"," L1Z1X Mindnet"," Titans of Ul","",""
10620,"Argent Flight, Keleres ~ Mentak, Clan of Saar, L1Z1X Mindnet, Emirates of Hacan, Titans of Ul","Argent Flight"," Keleres ~ Mentak"," Clan of Saar"," L1Z1X Mindnet"," Emirates of Hacan"," Titans of Ul","",""
10621,"Ghosts of Creuss, Keleres ~ Mentak, Sardakk N'orr, Nomad, Naalu Collective, Titans of Ul","Ghosts of Creuss"," Keleres ~ Mentak"," Sardakk N'orr"," Nomad"," Naalu Collective"," Titans of Ul","",""
10623,"Federation of Sol, Mahact Gene-Sorcerers, Argent Flight, Ghosts of Creuss, Empyrean, Titans of Ul","Federation of Sol"," Mahact Gene-Sorcerers"," Argent Flight"," Ghosts of Creuss"," Empyrean"," Titans of Ul","",""
10636,"Barony of Letnev, Nekro Virus, Argent Flight, L1Z1X Mindnet, Mahact Gene-Sorcerers, Titans of Ul","Barony of Letnev"," Nekro Virus"," Argent Flight"," L1Z1X Mindnet"," Mahact Gene-Sorcerers"," Titans of Ul","",""
10655,"L1Z1X Mindnet, Keleres ~ Mentak, Winnu, Nekro Virus, Yin Brotherhood, Titans of Ul","L1Z1X Mindnet"," Keleres ~ Mentak"," Winnu"," Nekro Virus"," Yin Brotherhood"," Titans of Ul","",""
10656,"Barony of Letnev, Emirates of Hacan, Arborec, Naalu Collective, Keleres ~ Mentak, Titans of Ul","Barony of Letnev"," Emirates of Hacan"," Arborec"," Naalu Collective"," Keleres ~ Mentak"," Titans of Ul","",""
10677,"Keleres ~ Mentak, Naaz-Rokha Alliance, Sardakk N'orr, Emirates of Hacan, Xxcha Kingdom, Titans of Ul","Keleres ~ Mentak"," Naaz-Rokha Alliance"," Sardakk N'orr"," Emirates of Hacan"," Xxcha Kingdom"," Titans of Ul","",""
10684,"Emirates of Hacan, Nomad, Naalu Collective, Federation of Sol, Empyrean, Titans of Ul","Emirates of Hacan"," Nomad"," Naalu Collective"," Federation of Sol"," Empyrean"," Titans of Ul","",""
10685,"Empyrean, Barony of Letnev, Naalu Collective, Xxcha Kingdom, Mahact Gene-Sorcerers, Titans of Ul","Empyrean"," Barony of Letnev"," Naalu Collective"," Xxcha Kingdom"," Mahact Gene-Sorcerers"," Titans of Ul","",""
10699,"Vuil'raith Cabal, Ghosts of Creuss, Xxcha Kingdom, Sardakk N'orr, Emirates of Hacan, Titans of Ul","Vuil'raith Cabal"," Ghosts of Creuss"," Xxcha Kingdom"," Sardakk N'orr"," Emirates of Hacan"," Titans of Ul","",""
10714,"Nekro Virus, Universities of Jol-Nar, Clan of Saar, Emirates of Hacan, Xxcha Kingdom, Titans of Ul","Nekro Virus"," Universities of Jol-Nar"," Clan of Saar"," Emirates of Hacan"," Xxcha Kingdom"," Titans of Ul","",""
10724,"Mahact Gene-Sorcerers, Naaz-Rokha Alliance, Embers of Muaat, Vuil'raith Cabal, Argent Flight, Titans of Ul","Mahact Gene-Sorcerers"," Naaz-Rokha Alliance"," Embers of Muaat"," Vuil'raith Cabal"," Argent Flight"," Titans of Ul","",""
10725,"Argent Flight, Mahact Gene-Sorcerers, Mentak Coalition, Universities of Jol-Nar, Keleres ~ Xxcha, Titans of Ul","Argent Flight"," Mahact Gene-Sorcerers"," Mentak Coalition"," Universities of Jol-Nar"," Keleres ~ Xxcha"," Titans of Ul","",""
10734,"Yssaril Tribes, L1Z1X Mindnet, Keleres ~ Mentak, Ghosts of Creuss, Vuil'raith Cabal, Titans of Ul","Yssaril Tribes"," L1Z1X Mindnet"," Keleres ~ Mentak"," Ghosts of Creuss"," Vuil'raith Cabal"," Titans of Ul","",""
10735,"Clan of Saar, Keleres ~ Mentak, Yssaril Tribes, Naalu Collective, Federation of Sol, Titans of Ul","Clan of Saar"," Keleres ~ Mentak"," Yssaril Tribes"," Naalu Collective"," Federation of Sol"," Titans of Ul","",""
10740,"Ghosts of Creuss, Argent Flight, Barony of Letnev, Clan of Saar, Empyrean, Titans of Ul","Ghosts of Creuss"," Argent Flight"," Barony of Letnev"," Clan of Saar"," Empyrean"," Titans of Ul","",""
10744,"Yin Brotherhood, Federation of Sol, Sardakk N'orr, Naaz-Rokha Alliance, Universities of Jol-Nar, Titans of Ul","Yin Brotherhood"," Federation of Sol"," Sardakk N'orr"," Naaz-Rokha Alliance"," Universities of Jol-Nar"," Titans of Ul","",""
10798,"Clan of Saar, Federation of Sol, Nomad, Embers of Muaat, Ghosts of Creuss, Titans of Ul","Clan of Saar"," Federation of Sol"," Nomad"," Embers of Muaat"," Ghosts of Creuss"," Titans of Ul","",""
10821,"Yssaril Tribes, Naalu Collective, Nomad, Argent Flight, Emirates of Hacan, Titans of Ul","Yssaril Tribes"," Naalu Collective"," Nomad"," Argent Flight"," Emirates of Hacan"," Titans of Ul","",""
10826,"Yin Brotherhood, Arborec, Yssaril Tribes, L1Z1X Mindnet, Barony of Letnev, Titans of Ul","Yin Brotherhood"," Arborec"," Yssaril Tribes"," L1Z1X Mindnet"," Barony of Letnev"," Titans of Ul","",""
10836,"Keleres ~ Mentak, Federation of Sol, Nomad, Mahact Gene-Sorcerers, Argent Flight, Titans of Ul","Keleres ~ Mentak"," Federation of Sol"," Nomad"," Mahact Gene-Sorcerers"," Argent Flight"," Titans of Ul","",""
10842,"Vuil'raith Cabal, Naalu Collective, Sardakk N'orr, Federation of Sol, Mentak Coalition, Titans of Ul","Vuil'raith Cabal"," Naalu Collective"," Sardakk N'orr"," Federation of Sol"," Mentak Coalition"," Titans of Ul","",""
10860,"Nomad, Ghosts of Creuss, Yin Brotherhood, Mahact Gene-Sorcerers, Xxcha Kingdom, Titans of Ul","Nomad"," Ghosts of Creuss"," Yin Brotherhood"," Mahact Gene-Sorcerers"," Xxcha Kingdom"," Titans of Ul","",""
10892,"Yssaril Tribes, Yin Brotherhood, Embers of Muaat, Universities of Jol-Nar, Nekro Virus, Titans of Ul","Yssaril Tribes"," Yin Brotherhood"," Embers of Muaat"," Universities of Jol-Nar"," Nekro Virus"," Titans of Ul","",""
10894,"Yssaril Tribes, Nekro Virus, Clan of Saar, Universities of Jol-Nar, Naalu Collective, Titans of Ul","Yssaril Tribes"," Nekro Virus"," Clan of Saar"," Universities of Jol-Nar"," Naalu Collective"," Titans of Ul","",""
10935,"Yin Brotherhood, Universities of Jol-Nar, Vuil'raith Cabal, Yssaril Tribes, Clan of Saar, Titans of Ul","Yin Brotherhood"," Universities of Jol-Nar"," Vuil'raith Cabal"," Yssaril Tribes"," Clan of Saar"," Titans of Ul","",""
10943,"Arborec, Empyrean, Keleres ~ Argent, Barony of Letnev, Mahact Gene-Sorcerers, Titans of Ul","Arborec"," Empyrean"," Keleres ~ Argent"," Barony of Letnev"," Mahact Gene-Sorcerers"," Titans of Ul","",""
10987,"Xxcha Kingdom, Ghosts of Creuss, Sardakk N'orr, Emirates of Hacan, Universities of Jol-Nar, Titans of Ul","Xxcha Kingdom"," Ghosts of Creuss"," Sardakk N'orr"," Emirates of Hacan"," Universities of Jol-Nar"," Titans of Ul","",""
10997,"Nomad, Keleres ~ Argent, Winnu, Mentak Coalition, Ghosts of Creuss, Titans of Ul","Nomad"," Keleres ~ Argent"," Winnu"," Mentak Coalition"," Ghosts of Creuss"," Titans of Ul","",""
11019,"Vuil'raith Cabal, Ghosts of Creuss, Emirates of Hacan, Yssaril Tribes, Naaz-Rokha Alliance, Titans of Ul","Vuil'raith Cabal"," Ghosts of Creuss"," Emirates of Hacan"," Yssaril Tribes"," Naaz-Rokha Alliance"," Titans of Ul","",""
11052,"Arborec, Ghosts of Creuss, Naalu Collective, Keleres ~ Mentak, Argent Flight, Titans of Ul","Arborec"," Ghosts of Creuss"," Naalu Collective"," Keleres ~ Mentak"," Argent Flight"," Titans of Ul","",""
11062,"Federation of Sol, Empyrean, Keleres ~ Xxcha, Winnu, L1Z1X Mindnet, Titans of Ul","Federation of Sol"," Empyrean"," Keleres ~ Xxcha"," Winnu"," L1Z1X Mindnet"," Titans of Ul","",""
11067,"Universities of Jol-Nar, Embers of Muaat, Keleres ~ Mentak, Federation of Sol, Sardakk N'orr, Titans of Ul","Universities of Jol-Nar"," Embers of Muaat"," Keleres ~ Mentak"," Federation of Sol"," Sardakk N'orr"," Titans of Ul","",""
11096,"Arborec, Embers of Muaat, Naaz-Rokha Alliance, Federation of Sol, Barony of Letnev, Titans of Ul","Arborec"," Embers of Muaat"," Naaz-Rokha Alliance"," Federation of Sol"," Barony of Letnev"," Titans of Ul","",""
11104,"Nekro Virus, Empyrean, Nomad, Naaz-Rokha Alliance, Naalu Collective, Titans of Ul","Nekro Virus"," Empyrean"," Nomad"," Naaz-Rokha Alliance"," Naalu Collective"," Titans of Ul","",""
11150,"Yssaril Tribes, Emirates of Hacan, Arborec, Keleres ~ Argent, Naaz-Rokha Alliance, Titans of Ul","Yssaril Tribes"," Emirates of Hacan"," Arborec"," Keleres ~ Argent"," Naaz-Rokha Alliance"," Titans of Ul","",""
11211,"Vuil'raith Cabal, Federation of Sol, Ghosts of Creuss, Xxcha Kingdom, Nekro Virus, Titans of Ul","Vuil'raith Cabal"," Federation of Sol"," Ghosts of Creuss"," Xxcha Kingdom"," Nekro Virus"," Titans of Ul","",""
11223,"Empyrean, Sardakk N'orr, Universities of Jol-Nar, Winnu, Naaz-Rokha Alliance, Titans of Ul","Empyrean"," Sardakk N'orr"," Universities of Jol-Nar"," Winnu"," Naaz-Rokha Alliance"," Titans of Ul","",""
11233,"Universities of Jol-Nar, Embers of Muaat, Keleres ~ Mentak, Naaz-Rokha Alliance, Federation of Sol, Titans of Ul","Universities of Jol-Nar"," Embers of Muaat"," Keleres ~ Mentak"," Naaz-Rokha Alliance"," Federation of Sol"," Titans of Ul","",""
11251,"Universities of Jol-Nar, Arborec, Empyrean, Federation of Sol, Clan of Saar, Titans of Ul","Universities of Jol-Nar"," Arborec"," Empyrean"," Federation of Sol"," Clan of Saar"," Titans of Ul","",""
11252,"Winnu, Nekro Virus, Sardakk N'orr, Vuil'raith Cabal, Federation of Sol, Titans of Ul","Winnu"," Nekro Virus"," Sardakk N'orr"," Vuil'raith Cabal"," Federation of Sol"," Titans of Ul","",""
11270,"Naalu Collective, Yssaril Tribes, Keleres ~ Argent, Mahact Gene-Sorcerers, Ghosts of Creuss, Titans of Ul","Naalu Collective"," Yssaril Tribes"," Keleres ~ Argent"," Mahact Gene-Sorcerers"," Ghosts of Creuss"," Titans of Ul","",""
11273,"Federation of Sol, Nomad, Winnu, L1Z1X Mindnet, Universities of Jol-Nar, Titans of Ul","Federation of Sol"," Nomad"," Winnu"," L1Z1X Mindnet"," Universities of Jol-Nar"," Titans of Ul","",""
11277,"Ghosts of Creuss, Sardakk N'orr, Clan of Saar, Empyrean, Yssaril Tribes, Titans of Ul","Ghosts of Creuss"," Sardakk N'orr"," Clan of Saar"," Empyrean"," Yssaril Tribes"," Titans of Ul","",""
11281,"Embers of Muaat, Xxcha Kingdom, Nomad, Yssaril Tribes, Vuil'raith Cabal, Titans of Ul","Embers of Muaat"," Xxcha Kingdom"," Nomad"," Yssaril Tribes"," Vuil'raith Cabal"," Titans of Ul","",""
11301,"Embers of Muaat, Yin Brotherhood, Naaz-Rokha Alliance, Ghosts of Creuss, Emirates of Hacan, Titans of Ul","Embers of Muaat"," Yin Brotherhood"," Naaz-Rokha Alliance"," Ghosts of Creuss"," Emirates of Hacan"," Titans of Ul","",""
11316,"Yin Brotherhood, Embers of Muaat, Winnu, Argent Flight, Naalu Collective, Titans of Ul","Yin Brotherhood"," Embers of Muaat"," Winnu"," Argent Flight"," Naalu Collective"," Titans of Ul","",""
11335,"Vuil'raith Cabal, Yssaril Tribes, Argent Flight, Federation of Sol, Naaz-Rokha Alliance, Titans of Ul","Vuil'raith Cabal"," Yssaril Tribes"," Argent Flight"," Federation of Sol"," Naaz-Rokha Alliance"," Titans of Ul","",""
11336,"Winnu, Empyrean, Yin Brotherhood, Nekro Virus, Argent Flight, Titans of Ul","Winnu"," Empyrean"," Yin Brotherhood"," Nekro Virus"," Argent Flight"," Titans of Ul","",""
11394,"Emirates of Hacan, Barony of Letnev, Mentak Coalition, Naalu Collective, Federation of Sol, Titans of Ul","Emirates of Hacan"," Barony of Letnev"," Mentak Coalition"," Naalu Collective"," Federation of Sol"," Titans of Ul","",""
11430,"Naalu Collective, Vuil'raith Cabal, Xxcha Kingdom, L1Z1X Mindnet, Mahact Gene-Sorcerers, Titans of Ul","Naalu Collective"," Vuil'raith Cabal"," Xxcha Kingdom"," L1Z1X Mindnet"," Mahact Gene-Sorcerers"," Titans of Ul","",""
11465,"Vuil'raith Cabal, Nomad, Naaz-Rokha Alliance, Emirates of Hacan, Empyrean, Titans of Ul","Vuil'raith Cabal"," Nomad"," Naaz-Rokha Alliance"," Emirates of Hacan"," Empyrean"," Titans of Ul","",""
11480,"Federation of Sol, Mahact Gene-Sorcerers, Nomad, L1Z1X Mindnet, Sardakk N'orr, Titans of Ul","Federation of Sol"," Mahact Gene-Sorcerers"," Nomad"," L1Z1X Mindnet"," Sardakk N'orr"," Titans of Ul","",""
11488,"Nekro Virus, Emirates of Hacan, Yssaril Tribes, Winnu, Empyrean, Titans of Ul","Nekro Virus"," Emirates of Hacan"," Yssaril Tribes"," Winnu"," Empyrean"," Titans of Ul","",""
11548,"Yin Brotherhood, Universities of Jol-Nar, Ghosts of Creuss, Nomad, Clan of Saar, Titans of Ul","Yin Brotherhood"," Universities of Jol-Nar"," Ghosts of Creuss"," Nomad"," Clan of Saar"," Titans of Ul","",""
11562,"Nomad, Universities of Jol-Nar, Clan of Saar, Ghosts of Creuss, Argent Flight, Titans of Ul","Nomad"," Universities of Jol-Nar"," Clan of Saar"," Ghosts of Creuss"," Argent Flight"," Titans of Ul","",""
11582,"Yssaril Tribes, Naaz-Rokha Alliance, Ghosts of Creuss, Federation of Sol, Nekro Virus, Titans of Ul","Yssaril Tribes"," Naaz-Rokha Alliance"," Ghosts of Creuss"," Federation of Sol"," Nekro Virus"," Titans of Ul","",""
11605,"Naaz-Rokha Alliance, Federation of Sol, Xxcha Kingdom, Winnu, Mentak Coalition, Titans of Ul","Naaz-Rokha Alliance"," Federation of Sol"," Xxcha Kingdom"," Winnu"," Mentak Coalition"," Titans of Ul","",""
11649,"Yin Brotherhood, Mentak Coalition, Clan of Saar, Nomad, Naalu Collective, Titans of Ul","Yin Brotherhood"," Mentak Coalition"," Clan of Saar"," Nomad"," Naalu Collective"," Titans of Ul","",""
11660,"Argent Flight, Clan of Saar, Arborec, Naaz-Rokha Alliance, Barony of Letnev, Titans of Ul","Argent Flight"," Clan of Saar"," Arborec"," Naaz-Rokha Alliance"," Barony of Letnev"," Titans of Ul","",""
11687,"Sardakk N'orr, Naalu Collective, Empyrean, Mentak Coalition, Xxcha Kingdom, Titans of Ul","Sardakk N'orr"," Naalu Collective"," Empyrean"," Mentak Coalition"," Xxcha Kingdom"," Titans of Ul","",""
11709,"L1Z1X Mindnet, Mahact Gene-Sorcerers, Nekro Virus, Yssaril Tribes, Naalu Collective, Titans of Ul","L1Z1X Mindnet"," Mahact Gene-Sorcerers"," Nekro Virus"," Yssaril Tribes"," Naalu Collective"," Titans of Ul","",""
11760,"Federation of Sol, Naaz-Rokha Alliance, Argent Flight, Embers of Muaat, Universities of Jol-Nar, Titans of Ul","Federation of Sol"," Naaz-Rokha Alliance"," Argent Flight"," Embers of Muaat"," Universities of Jol-Nar"," Titans of Ul","",""
11771,"Embers of Muaat, Empyrean, Naaz-Rokha Alliance, Ghosts of Creuss, Federation of Sol, Titans of Ul","Embers of Muaat"," Empyrean"," Naaz-Rokha Alliance"," Ghosts of Creuss"," Federation of Sol"," Titans of Ul","",""
